chain,date,fees_eth,tvl_usd,dex_vol_btc,dex_vol_eth,dex_vol_stable,borrow_vol_btc,borrow_vol_eth,borrow_vol_stable,stablecoin_supply,eth_open,eth_high,eth_low,n_tx,total_dex_vol,total_borrow_vol,dex_btc_share,dex_eth_share,borrow_btc_share,borrow_eth_share,eth_volatility
arbitrum,2025-09-10,5.81128238,3309798447,49566249.75,203706473.3,264714563.57999998,926174.3272,5490062.51,27560523.112,3065645016.0,4305.040717,4425.790883,4299.166125,2378197,517987286.63,33976759.9492,0.09569008936971331,0.3932653919467877,0.027259053793968587,0.1615828736527088,0.029413138300870556
arbitrum,2025-09-11,8.150355897,3358648390,51615704.07,242934888.6,310868756.23,91469.35718,5600756.296,34049786.07,3052706831.0,4347.802803,4458.823143,4347.802803,2278293,605419348.9000001,39742011.72318,0.08525611902523718,0.4012671366407331,0.0023015784358658775,0.14092785073417136,0.025534814946849844
arbitrum,2025-09-12,5.26646943,3435136125,66704393.26,260094069.5,355167571.3,924680.0937,14585366.19,28092484.575999998,3025449008.0,4479.482579,4691.23028,4479.482579,2355191,681966034.06,43602530.859699994,0.09781189960867068,0.38138859783318285,0.021207028020353822,0.3345073302495073,0.04727057138087361
arbitrum,2025-09-13,4.057294489,3520868232,45741150.37,163123571.4,233441533.38,1445680.291,6485407.706,16014017.997,2982876468.0,4702.578211,4742.603794,4622.431866,1990838,442306255.15,23945105.994,0.1034151107686409,0.3688023162699331,0.06037477100173408,0.2708448109448782,0.025554477269277627
arbitrum,2025-09-14,3.627216285,3527096402,34898057.07,152382293.2,229795354.98,106087.2561,3604128.987,27809539.360000003,2917890367.0,4667.393198,4676.287378,4590.608736,2057893,417075705.25,31519755.6031,0.08367319561105029,0.36535883361669386,0.0033657385366771754,0.11434508034845074,0.018356851108390346
arbitrum,2025-09-15,5.488230278,3520109199,56009383.34,215609718.6,315107906.99,461235.9268,8532416.482,30996508.741,2930476802.0,4606.68321,4655.167311,4496.432989,2344981,586727008.9300001,39990161.1498,0.09546072106369019,0.36747876835123416,0.01153373513730656,0.21336289318860804,0.03445739912295819
arbitrum,2025-09-16,5.070164382,3472554923,43229606.35,176436594.3,247083982.97000003,1613016.417,8499234.17,24620870.669,2960894751.0,4517.993804,4526.878265,4448.340963,2164220,466750183.62,34733121.256,0.09261829532603881,0.37801076569826075,0.04644029556431984,0.24470113432526003,0.017383224813293845
arbitrum,2025-09-17,16.63011736,3521787493,71598369.76,323721713.0,418117849.04,476978.7043,17848314.2,28040019.438,3198130080.0,4509.294945,4599.525062,4485.093973,2273890,813437931.8,46365312.3423,0.08801946277765162,0.39796731913356787,0.010287404100259728,0.3849497242298663,0.02537671418607986
arbitrum,2025-09-18,5.105053161,3561797369,41563948.24,186521638.0,359217895.8,316086.9388,8716550.338,38257631.202,3208839007.0,4599.4698,4627.348042,4574.229048,2287411,587303482.04,47290268.4788,0.07077081868411121,0.31758987253424187,0.006683974292548165,0.1843201702673265,0.011548938532001988
arbitrum,2025-09-19,4.63460141,3552958481,33298650.19,161808539.5,306409046.78,90569.51513,16846602.33,46383986.455,3083436683.0,4599.250833,4607.75728,4457.342216,2271992,501516236.46999997,63321158.300129995,0.06639595643877401,0.32263868591556394,0.0014303199366745328,0.266050128934003,0.032704253249411716
arbitrum,2025-09-20,3.463786839,3498030881,14220886.96,79519549.06,208951881.91,278867.965,3419192.05,26282409.701,3042372235.0,4471.273372,4501.837153,4465.20238,2325096,302692317.93,29980469.716000002,0.046981327630814515,0.2627075229520345,0.009301654298337212,0.11404731421453489,0.00819336460826012
arbitrum,2025-09-21,3.161540063,3504342468,15969725.6,85628923.09,223140715.87,1002841.511,7803141.259,27708140.048,3033117665.0,4484.775127,4491.791058,4457.084412,1989661,324739364.56,36514122.818,0.04917705502576783,0.2636850731232459,0.027464483153505723,0.21370200505414752,0.007738770622199725
arbitrum,2025-09-22,144.7362143,3474650501,84742824.71,293054114.9,489440547.5,1525673.843,9189256.806,34470687.955,3036217553.0,4411.304173,4411.304173,4152.8647,3016477,867237487.1099999,45185618.604,0.09771582290843853,0.3379167981732196,0.03376458904703236,0.20336684745943773,0.058585729495103746
arbitrum,2025-09-23,26.1696465,3356665014,50996633.28,185578641.8,347879984.3,479580.7053,9027547.566,37967687.843,3167549084.0,4204.834903,4210.569639,4156.125298,3733207,584455259.38,47474816.1143,0.08725498224465991,0.3175241198049359,0.010101791740390637,0.19015445039882506,0.012948032980119208
arbitrum,2025-09-24,9.001303213,3347415759,43743023.83,148093000.1,356436876.5,614662.3944,3924820.599,25697588.808,3170424407.0,4176.598408,4192.243376,4130.049388,4636305,548272900.4300001,30237071.8014,0.07978330462018672,0.2701081887940357,0.020328105791366367,0.12980160991707795,0.014891062516537738
arbitrum,2025-09-25,39.02411969,3360737209,126610799.7,374618864.1,783922086.1,911167.1857,7747100.461,54703244.43,3208433377.0,4148.946294,4148.946294,3874.431775,6293709,1285151749.9,63361512.0767,0.09851817087737055,0.29149776602580185,0.01438045204156459,0.122268238352993,0.06616487646441448
arbitrum,2025-09-26,11.6253469,3183977258,70644346.45,291027964.3,486525985.7,697027.4275,7200598.548,46928939.499,2948473550.0,3891.543571,4052.090767,3891.543571,4687704,848198296.45,54826565.4745,0.08328753635284432,0.34311312050266024,0.012713315551822948,0.1313341166947439,0.041255402405463645
arbitrum,2025-09-27,18.22026493,3287957803,22876762.08,124795701.3,249984775.97,215081.5209,3465678.134,28649523.792000003,3167005113.0,4029.026458,4029.026458,3987.330543,4410154,397657239.35,32330283.446900003,0.05752884599157241,0.3138273089256158,0.006652633319879636,0.10719603308434054,0.01034888091072441
arbitrum,2025-09-28,5.243124083,3240840459,33678272.23,133272884.0,289891491.5,884684.3715,1723973.482,35056470.516,3109081071.0,4023.026906,4134.043868,3989.767645,2807356,456842647.73,37665128.369500004,0.0737196327824111,0.2917260125827088,0.023488154953864134,0.04577107676595675,0.035862604544062135
arbitrum,2025-09-29,6.624779277,3364240625,51601199.96,179051979.2,302406819.2,983673.8537,2841173.654,24990162.371999998,3059657816.0,4137.282345,4224.861141,4103.472286,3080346,533059998.36,28815009.879699998,0.09680186117651869,0.3358946080194859,0.03413755045744379,0.09860047474776644,0.029340239528660973
arbitrum,2025-09-30,6.963765903,3466883976,56091218.27,210532611.2,417731476.29999995,195332.6915,3099075.62,29854668.529999997,3215275752.0,4213.961924,4213.961924,4105.597371,3464833,684355305.77,33149076.8415,0.0819621296088136,0.30763641258413266,0.005892552979196664,0.09348904751761306,0.025715598516167403
arbitrum,2025-10-01,10.30184578,3446228969,84025071.67,260864076.0,424482534.6,1583073.412,2960799.338,50507162.909,3208467872.0,4138.220399,4335.771697,4137.481529,3593344,769371682.27,55051035.659,0.10921258685020409,0.3390611872149117,0.02875646921169578,0.05378280903451005,0.047916773124968705
arbitrum,2025-10-02,6.735625977,3629249584,82415839.75,273548897.6,430413542.0,676561.9983,4173309.723,37516792.125,3285237435.0,4356.395071,4502.028625,4356.395071,2948175,786378279.35,42366663.8463,0.10480431862655566,0.3478591725932569,0.01596920637306886,0.09850456335528687,0.033429831690304015
arbitrum,2025-10-03,8.32023682,3688426113,78780944.52,312677269.2,450153278.6,408704.6815,4221678.152,26051737.544,3302732840.0,4474.714687,4551.929764,4453.785419,2525203,841611492.3199999,30682120.377499998,0.09360725850217559,0.3715221002247352,0.013320613975548895,0.13759408085419894,0.02193309559716307
arbitrum,2025-10-04,3.954570748,3746023849,31134861.49,126752852.3,233718370.58,157035.855,2352286.619,19007176.353,3331056655.0,4509.237133,4511.344356,4458.848018,3103393,391606084.37,21516498.827,0.07950556115615134,0.323674369114859,0.007298392562034461,0.10932478550126523,0.01164195549083356
arbitrum,2025-10-05,6.733906449,3736616669,68916366.93,245123141.6,361738616.4,712436.1631,3141417.395,26638762.826,3334847614.0,4487.094812,4599.716274,4481.416784,3856927,675778124.93,30492616.3841,0.10198076023419471,0.36272725108613263,0.02336421886944051,0.10302223185538298,0.026364383851134085
arbitrum,2025-10-06,9.390868969,4108277820,63048240.92,289323249.3,433647909.2,757824.0131,2963726.938,33206026.623,3280564723.0,4517.218526,4708.794098,4517.218526,3809343,786019399.4200001,36927577.5741,0.08021206724226272,0.36808665220411896,0.020521898886525315,0.08025782173371365,0.04241007400844983
arbitrum,2025-10-07,14.34569481,4190908638,92967221.71,336954488.0,557096902.3,652764.4618,3712500.027,37408928.548999995,3183120101.0,4684.445736,4725.857953,4472.635444,4546565,987018612.01,41774193.03779999,0.09418993783782681,0.34138615412105944,0.015626022056472438,0.08887065810321433,0.054056023544895256
arbitrum,2025-10-08,9.788215907,4071497299,80465651.91,318881523.1,589997448.4,321442.6525,3987034.09,30375549.285,3401781015.0,4461.988712,4533.372916,4443.880969,4105547,989344623.41,34684026.0275,0.08133227796059267,0.32231592061510655,0.00926774337688298,0.1149530359260713,0.020056515777218852
arbitrum,2025-10-09,16.87365152,4129873035,106901000.1,346583931.6,716286328.6,456616.2473,5177460.948,25738983.881,3433976596.0,4522.2743,4522.2743,4307.228067,3260179,1169771260.3000002,31373061.076300003,0.09138624253136815,0.29628350717995494,0.014554405328491817,0.1650288741480564,0.04755267344132576
arbitrum,2025-10-10,465.1126711,4093183470,377997331.7,881207742.6,1157261590.1,1342394.201,6552107.895,35403455.949,3379230908.0,4375.30227,4385.127083,3748.754457,4205910,2416466664.3999996,43297958.045,0.15642563469579476,0.36466786634476533,0.03100363762200601,0.15132602531025433,0.14544655128478706
arbitrum,2025-10-11,27.64872541,3736872767,127528126.3,375771812.2,522897049.7,1520464.051,12393353.99,27910029.560000002,4005370111.0,3850.782945,3850.782945,3702.530313,3934475,1026196988.2,41823847.601,0.12427255952455152,0.3661790246131225,0.03635399749696022,0.2963226651988775,0.0384993478254848
arbitrum,2025-10-12,27.40311305,3709670361,149532853.9,491500454.2,594877742.5,1333444.92,4983829.373,29340313.63,4277702780.0,3737.067196,4148.555174,3724.402709,4015181,1235911050.6,35657587.923,0.12098998049042933,0.39768270860705585,0.03739582505915651,0.13976911124112548,0.11349875256564697
arbitrum,2025-10-13,20.15694936,3901852373,119254805.2,435987909.5,557008495.8,1093655.171,2408383.892,28390348.905,4424340501.0,4148.60635,4276.173704,4101.971961,3579794,1112251210.5,31892387.968000002,0.10721930807914369,0.3919869049223211,0.034292043985459646,0.07551594739210216,0.04199042480856243
arbitrum,2025-10-14,23.19528735,3963173352,150577764.1,550142274.9,705515503.9,2453437.07,5154266.885,23315937.184,4358429817.0,4250.40298,4250.40298,3943.002193,4068975,1406235542.9,30923641.139,0.1070786219707347,0.39121630631343074,0.07933855715670546,0.16667723124297895,0.07232273938411365
arbitrum,2025-10-15,14.23165405,3912943638,102281115.8,381264890.3,587861578.0999999,1495722.319,17117082.32,28780895.861,4363356338.0,4116.835185,4167.561868,3963.996138,3673819,1071407584.1999999,47393700.5,0.09546424470792915,0.355854201447233,0.03155951747215856,0.3611678796847695,0.04944714103243844
arbitrum,2025-10-16,15.80541176,3862602207,101648752.0,371534296.6,504379749.4,1784621.512,15447536.39,18975444.968,4255152860.0,3988.235087,4056.429836,3859.08788,3447390,977562798.0,36207602.870000005,0.10398181294128994,0.38006182043764725,0.049288585008168476,0.4266379203689051,0.04948102398558527
arbitrum,2025-10-17,23.10536134,3809408948,92666803.67,346746768.6,509179831.9,2188097.374,14445283.57,21183868.435999997,4066402270.0,3907.983396,3929.67214,3708.894361,3421709,948593404.1700001,37817249.379999995,0.09768864432604986,0.3655378237669662,0.05785977060397194,0.38197605079230124,0.0564940422280136
arbitrum,2025-10-18,4.188482141,3795997314,26575143.94,110535626.2,164879832.94,5944604.334,1379356.322,12133612.864,3988873327.0,3836.736642,3897.580208,3836.736642,2633150,301990603.08000004,19457573.52,0.08799990353660112,0.3660233963330247,0.30551622112025817,0.07089045921281967,0.015858155426660636
arbitrum,2025-10-19,6.39104193,3844698160,56345228.74,189849345.2,216569193.45999998,2266629.555,3725921.875,16873348.8385,3941416089.0,3884.844859,4010.180505,3870.551045,2956048,462763767.4,22865900.2685,0.12175808200493098,0.41025110126199565,0.09912706381049438,0.16294665118140217,0.035942094232288536
arbitrum,2025-10-20,5.889751765,3904762321,87787163.88,206265063.5,284675544.3,469107.4407,2985770.183,10518271.135,3876043369.0,3946.244505,4074.584838,3943.68747,2504203,578727771.6800001,13973148.7587,0.1516899104827144,0.35641120677728866,0.03357206373459118,0.21367912376521375,0.03317011093310356
arbitrum,2025-10-21,11.84989935,3907817246,129722467.1,349070272.2,426739534.7,2335738.847,13229429.9,11941455.862,3895049057.0,3977.983411,4090.470155,3861.282955,2770998,905532274.0,27506624.609,0.14325548721414208,0.3854862849427275,0.08491550236359283,0.4809543187524147,0.05761391547442022
arbitrum,2025-10-22,11.33675081,3845074885,113983344.4,309189357.2,404066277.5,1595411.553,10919898.38,10770005.067,3881072187.0,3864.338696,3871.345866,3749.770003,3397807,827238979.1,23285315.0,0.13778768563832536,0.37376062421089556,0.06851578142704963,0.4689607325475305,0.03146097497246914
arbitrum,2025-10-23,6.494756623,3822585328,57120383.17,181078124.2,299820652.86,822356.9081,14044524.86,17799282.2499,3909275959.0,3809.438049,3902.761026,3809.438049,3530970,538019160.23,32666164.018,0.10616793488466354,0.3365644526908487,0.025174578430661697,0.42994105008047656,0.024497832961084143
arbitrum,2025-10-24,7.846539815,3852961702,57261840.29,206576648.5,314398579.01,1039120.503,28416479.75,15729111.487,3868917893.0,3858.938081,3974.580772,3858.938081,3566646,578237067.8,45184711.739999995,0.09902831118707468,0.35725251804758135,0.022997170126463667,0.628895895441647,0.029967490685943458
arbitrum,2025-10-25,3.709121993,3893290803,17665866.87,63335658.85,119257318.63999999,151161.0844,746551.0905,5476834.5696,3846240483.0,3926.167562,3958.87189,3924.390902,2707483,200258844.35999998,6374546.7445,0.08821516436119317,0.3162689720517071,0.02371322863549832,0.11711438011559475,0.008782352626446511
arbitrum,2025-10-26,6.816864634,3538304749,48566233.66,177670087.9,217865694.54,670917.8167,1796721.381,13496283.908,3803257709.0,3954.8228,4161.805978,3931.310161,3189740,444102016.1,15963923.1057,0.1093582823300315,0.4000659340848239,0.042027126556406766,0.11254886215021116,0.05828221102599096
arbitrum,2025-10-27,8.023169865,3635398619,66604561.23,244224034.2,329658921.5,1569686.765,4522429.03,27913249.43,3741494377.0,4166.962939,4231.765969,4119.252313,3796543,640487516.9300001,34005365.225,0.10399041272381163,0.3813095926843671,0.04615997371632405,0.13299163235203865,0.027001357498754583
arbitrum,2025-10-28,11.75387977,3628130994,75459558.58,246959363.4,352897164.64,832115.4039,8406749.188,20740227.904999997,3106680646.0,4121.475339,4140.872419,3973.458116,3919748,675316086.62,29979092.496899996,0.1117396136047638,0.3656944774350739,0.027756524117134144,0.2804204026145656,0.04061999386865687
arbitrum,2025-10-29,19.91238714,3550472035,82459543.99,268506922.9,379717654.4,1172669.013,10116957.44,25266362.393,3033980633.0,3984.94687,4028.402092,3913.947668,3940565,730684121.29,36555988.846,0.11285251942305828,0.3674733240760171,0.03207871131431081,0.27675239432367343,0.02872169384782789
arbitrum,2025-10-30,15.59443038,3495607702,87133016.19,274338504.4,395146815.5,1205062.224,3096178.959,39321132.014000006,2933635160.0,3909.749694,3941.696921,3717.54374,3824828,756618336.0899999,43622373.197000004,0.11516112157720099,0.3625850594868049,0.027624866225363327,0.0709768573345966,0.05733184949000475
arbitrum,2025-10-31,5.912613512,3428017666,65967298.94,203504011.4,295151806.26,904812.6214,2430142.017,31763523.051,2896332609.0,3813.146798,3883.395708,3813.146798,3556584,564623116.6,35098477.6894,0.11683421560427126,0.36042451224002897,0.02577925542546422,0.06923781818987325,0.018422818139822317
arbitrum,2025-11-01,4.595115652,3434348238,18579905.82,68198103.52,122313414.12,151716.1818,859494.0399,12137710.2826,2936967292.0,3844.945558,3894.997066,3844.945558,3592251,209091423.46,13148920.5043,0.08886020054071901,0.3261640405496907,0.011538299417840826,0.06536612945670525,0.013017481585886219
arbitrum,2025-11-02,4.750994475,3457105376,28606720.03,104531289.2,150142552.94,201999.5273,568764.6838,4903694.6959,2965841982.0,3872.194945,3902.354637,3855.016959,3424776,283280562.17,5674458.907,0.10098370255574673,0.3690026890629705,0.03559802451839308,0.10023240860875267,0.012225024481560513
arbitrum,2025-11-03,31.52084009,3486928227,101901129.9,282264034.6,410834544.79999995,952703.5563,7462339.381,15320497.928,2950360183.0,3897.794407,3897.794407,3589.753587,3476633,794999709.3,23735540.8653,0.12817756875625064,0.35504922995322163,0.04013827035611386,0.3143951689725138,0.07902951973218318
arbitrum,2025-11-04,90.73094956,3280319818,167529004.1,439402116.5,577498399.3,1548538.193,12882144.03,34487787.231,3035309974.0,3601.896866,3638.959009,3146.077361,3911635,1184429519.9,48918469.453999996,0.1414427800770655,0.37098207121441734,0.0316554914796783,0.26333906546511227,0.1368394671853439
arbitrum,2025-11-05,10.60803957,2997327729,91420334.42,253206269.6,312824895.11,1196153.071,4989725.292,42028857.342,3070525298.0,3266.872471,3462.011636,3201.865191,3389894,657451499.13,48214735.705,0.13905259101390102,0.38513300210747975,0.02480886918718411,0.1034896327655811,0.07963164993715492
arbitrum,2025-11-06,12.77760143,3058797584,75472891.92,195437644.5,284495565.63,431925.7479,7650247.788,17806135.635,3043789879.0,3407.472133,3440.298441,3289.420408,3156401,555406102.05,25888309.170900002,0.13588776148016757,0.35188242221077703,0.016684200773741924,0.2955097506560735,0.044278581632057015
arbitrum,2025-11-07,14.58967745,2953542950,86968060.07,244542388.9,354973788.4,1648267.077,12932251.98,21357474.798,3130651735.0,3316.19626,3460.262886,3228.448234,3185685,686484237.37,35937993.855000004,0.1266861718532455,0.35622433202089243,0.0458641927440443,0.3598490230750806,0.06990377945845702
arbitrum,2025-11-08,5.70566366,2976428258,47068018.83,133668204.4,179458051.71,986857.7011,3145947.996,13277838.8415,3120930948.0,3429.498348,3460.90772,3374.417702,2851142,360194274.94000006,17410644.538599998,0.13067397819646198,0.371100302530533,0.056681284768757556,0.1806910702832009,0.025219437137340754
arbitrum,2025-11-09,6.757642127,2963160760,58781948.45,176262640.4,209226358.17000002,856660.3658,6344027.417,15835323.491999999,3144765674.0,3389.18995,3584.173936,3371.027755,2676060,444270947.02000004,23036011.2748,0.13231103416572,0.39674581824965716,0.03718787751841112,0.27539608925005093,0.06289000738952388
arbitrum,2025-11-10,9.114635383,3062439342,71202459.91,192739836.6,253745523.89999998,996543.7633,20179474.22,31642252.019,3116289231.0,3600.372303,3637.231187,3524.213222,3096773,517687820.40999997,52818270.0023,0.13753937624726975,0.3723090036140957,0.01886740635875815,0.38205481207773884,0.031390632825896395
arbitrum,2025-11-11,9.74948982,3068058445,80447823.74,230270057.7,292462086.86,1082810.747,9635741.102,26804580.631,3120551125.0,3566.283931,3618.906538,3423.7603,3011429,603179968.3,37523132.480000004,0.13337283724247975,0.3817601210282102,0.02885715225340376,0.25679468810702016,0.05471977043209807
arbitrum,2025-11-12,10.79721065,3010683388,83428671.57,241610857.2,285622481.33000004,3602554.743,5619096.468,21341443.313,3155802131.0,,,,2936234,610662010.1,30563094.524,0.13662004544271222,0.3956539840433738,0.1178727088702047,0.18385234072379497,0.0
arbitrum,2025-11-13,16.7004096,2994919807,147656801.7,336829164.4,415350920.45,1945799.293,4139373.302,22181795.472,3163590282.0,,,,3289163,899836886.55,28266968.067,0.1640928527236979,0.37432246825467724,0.06883650515286797,0.14643853179402255,0.0
arbitrum,2025-11-14,26.88093473,2907178496,160586616.8,400229618.5,449359049.13,1984357.931,20347240.47,40342622.49,3121826163.0,,,,3339691,1010175284.43,62674220.891,0.15896906138483916,0.39619818923389416,0.031661469465270264,0.324650872092801,0.0
arbitrum,2025-11-15,4.071605706,2847096607,40676561.39,106459083.9,178866889.55,766573.8902,884188.7363,14088594.679699998,3159115223.0,,,,2179467,326002534.84000003,15739357.306199998,0.12477375800149468,0.3265590678681362,0.04870426887748674,0.05617692762789642,0.0
arbitrum,2025-11-16,14.11477127,2866836478,89392469.39,229229689.4,244890788.71,614460.9069,2574656.658,20189722.1091,3178329318.0,,,,2715036,563512947.5,23378839.674,0.15863427768001728,0.4067869077666578,0.026282780303393427,0.11012764935735107,0.0
arbitrum,2025-11-17,24.52287275,2831013696,106736500.1,293048794.2,321291436.48,1137879.294,21252415.08,19816360.921,3139206549.0,,,,2917471,721076730.78,42206655.295,0.14802377547884737,0.4064044528007505,0.026959712539334962,0.50353232047074,0.0
arbitrum,2025-11-18,15.10184134,2772652713,109178709.0,300783878.1,332448701.58,1332679.586,18039509.35,36369270.387,3190474924.0,,,,2983552,742411288.6800001,55741459.323,0.14705960249354325,0.4051445373827636,0.023908229210104492,0.32362822159836335,0.0
arbitrum,2025-11-19,15.51255966,2825044563,108764365.4,272507884.5,337478286.92,850630.0223,33241829.45,23567552.599,3239795124.0,,,,3027700,718750536.8199999,57660012.0713,0.15132422144853072,0.37914112134881844,0.014752512039854343,0.5765144379244063,0.0
arbitrum,2025-11-20,27.8860668,2781606435,108936871.1,274144519.5,407793475.6,811776.2475,6149678.405,24058740.829,3357213565.0,,,,2823152,790874866.2,31020195.4815,0.1377422342720543,0.34663450719734096,0.026169282136991424,0.19824757096284518,0.0
arbitrum,2025-11-21,79.96090832,2698204836,150226287.9,371703527.1,487193272.3,979017.4067,8387073.148,55780395.154,3378114701.0,,,,3488496,1009123087.3,65146485.7087,0.14886815076438695,0.3683431008347321,0.015027938898770974,0.12874175877272143,0.0
arbitrum,2025-11-22,4.632214864,2667633177,41162685.55,97760903.76,171608878.59,276592.6731,622160.3064,15394469.452,3534675413.0,,,,2335696,310532467.9,16293222.431499999,0.13255517475633344,0.3148170122793141,0.016975934273459503,0.03818522143275756,0.0
arbitrum,2025-11-23,4.399734131,2641329853,51082079.21,107340437.4,157156340.05,386269.9183,864914.447,18648390.205,3592039064.0,,,,2029931,315578856.66,19899574.570299998,0.1618678759110756,0.3401382416301958,0.0194109636331877,0.04346396672675003,0.0
arbitrum,2025-11-24,10.26254907,2660386794,84652254.37,211338307.2,290569368.88,486481.8806,5157052.23,16203939.045,3593163158.0,,,,2718919,586559930.45,21847473.1556,0.14431987248951025,0.360301302951029,0.022267192051695174,0.2360479948079548,0.0
arbitrum,2025-11-25,8.265172893,2729579979,68244343.63,163655715.4,232544925.85,3103130.593,5016439.75,32348718.7005,3532481700.0,,,,3305903,464444984.88,40468289.0435,0.14693741099956648,0.3523683551934234,0.07668054830942805,0.12395976871193518,0.0
arbitrum,2025-11-26,6.656790114,2696405988,60387616.23,164267072.9,228802968.79,961312.3753,14873840.67,18548806.393,3515387472.0,,,,3022820,453457657.91999996,34383959.4383,0.13317145531734237,0.36225449064746057,0.027958163952148056,0.4325807996804509,0.0
arbitrum,2025-11-27,5.208259691,2773068001,44890707.08,116387540.2,202960045.16,271964.7848,15408134.73,34205530.046000004,3467440252.0,,,,3145895,364238292.44,49885629.5608,0.12324543578128795,0.31953680493154685,0.005451766113696784,0.3088692047320111,0.0
arbitrum,2025-11-28,11.19900887,2812675655,49990606.84,168637359.9,227574918.13,454103.8456,21011498.34,24694919.26,3479071453.0,,,,2811233,446202884.87,46160521.4456,0.1120355975613305,0.3779387485339366,0.009837493844933265,0.45518329693831494,0.0
arbitrum,2025-11-29,4.025766371,2846953035,25773811.29,69234960.68,122942174.78,272677.3499,2931451.194,7609765.284,3339882867.0,,,,2600572,217950946.75,10813893.8279,0.118255101316737,0.31766304167247217,0.02521546394292207,0.2710819285498082,0.0
arbitrum,2025-11-30,4.745857146,2822189658,24954056.12,82151083.49,127333313.33000001,206460.9819,5502792.437,5623066.921,3348958341.0,,,,3107527,234438452.94,11332320.3399,0.10644182218002654,0.35041642042837134,0.018218773888086355,0.48558391149826585,0.0
arbitrum,2025-12-01,23.81594815,2803143870,119000537.5,237114583.7,316636196.5,1505759.956,8221288.563,20530081.612,3358119818.0,,,,4001063,672751317.7,30257130.130999997,0.17688636851257108,0.3524550267855982,0.04976545857061542,0.2717140894528151,0.0
arbitrum,2025-12-02,14.15868705,2698328924,94288113.11,204970096.8,252184146.91,515892.4297,19042935.24,19846462.882200003,3448366264.0,,,,3500874,551442356.82,39405290.5519,0.17098453164485006,0.3716981371942483,0.013091958528272425,0.48325833849439304,0.0
arbitrum,2025-12-03,10.91932976,2916988601,103672345.3,271022405.4,303358882.13,1997539.735,22304391.39,21256463.672,3446758021.0,,,,3172527,678053632.8299999,45558394.797,0.15289696903075586,0.39970644249604675,0.04384570053226584,0.48957807862599967,0.0
arbitrum,2025-12-04,26.73260533,3033395095,87424118.21,218505041.9,243584308.14,609265.7024,24607977.4,28185258.9214,3424242896.0,,,,4689689,549513468.25,53402502.0238,0.15909367697285734,0.3976336423488561,0.01140893552381623,0.46080195622731146,0.0
arbitrum,2025-12-05,18.26517375,3005053284,96966908.33,227547624.9,262853346.86,2052884.21,3762372.316,12498283.7363,3393933030.0,,,,4338200,587367880.09,18313540.2623,0.16508718235519135,0.38740222714448364,0.1120965242436515,0.20544210797653187,0.0
arbitrum,2025-12-06,4.74861853,2933665614,29244514.66,79097153.53,103679314.69,518906.1076,968582.9444,6480989.51,3409798151.0,,,,3627364,212020982.88,7968478.562,0.13793217191409712,0.3730628565889044,0.06511984735386679,0.12155180400672326,0.0
arbitrum,2025-12-07,9.264176611,2947785902,97668114.91,208603965.2,207265498.16,958093.5162,22921029.8,7149786.4948,3407022031.0,3042.350251,3139.404682,2970.117046,4301645,513537578.27,31028909.811,0.1901868900013575,0.4062097381514764,0.03087744693693196,0.7386991660233679,0.055643703726865876
arbitrum,2025-12-08,6.204569393,2954521348,91643677.44,238092073.6,262811545.8,1332971.606,10560736.67,12412137.113,3302018255.0,3060.182715,3159.032491,3060.182715,4316094,592547296.8399999,24305845.389,0.1546605274021623,0.4018110872663213,0.0548416063982394,0.4344936989840078,0.032301919593059336
arbitrum,2025-12-09,9.766318468,3003303812,91257365.58,256279646.8,295780786.98,1642794.376,3776984.167,23714932.227,3319288053.0,3127.885277,3375.241034,3106.647576,3944730,643317799.36,29134710.770000003,0.14185425254949688,0.3983717643984947,0.05638615701280908,0.1296386360865871,0.08587062318909988
arbitrum,2025-12-10,19.62975501,3052923197,87573664.82,271398305.6,323579068.66,700394.1653,1379422.659,26644911.342,3234351259.0,3318.305412,3400.925866,3303.0369,3978265,682551039.08,28724728.1663,0.12830346714882915,0.3976234597281012,0.024382969309408684,0.04802213100203837,0.02949968548585183
arbitrum,2025-12-11,7.909638306,3030449174,115146626.7,236682250.9,328301392.08000004,1184242.957,2345868.115,14229142.203000002,3218084841.0,3299.065417,3299.065417,3172.632617,3954190,680130269.6800001,17759253.275000002,0.16930084107883664,0.3479954671203776,0.06668315039276333,0.13209272251904408,0.03832382327082531
arbitrum,2025-12-12,9.099304603,3005930469,83153377.18,186326577.1,265890272.7,1240148.846,1306200.178,14897882.886100002,3143873273.0,3233.52778,3255.734928,3068.612809,3263061,535370226.97999996,17444231.9101,0.15531939018922394,0.3480331324195222,0.07109220127267217,0.07487862949378274,0.057869340154547755
arbitrum,2025-12-13,3.223013295,2939039066,21943535.0,60987642.54,93221483.52,1166013.362,748354.4504,7745534.8,3127074816.0,3088.823071,3125.998085,3087.69303,3112718,176152661.06,9659902.612399999,0.12457112409176568,0.346220387322033,0.12070653388402064,0.07747018582147709,0.012401181330078283
arbitrum,2025-12-14,3.257461971,2950539364,57866892.77,138820637.3,170244776.27,414318.958,1539891.822,10128119.6177,3132715206.0,3115.327195,3123.574687,3064.821126,2372986,366932306.34000003,12082330.397699999,0.15770454596162065,0.37832765036330324,0.03429131172235367,0.127449901741897,0.01885951533254599
